tipo producto,precio,cantidad,credit card,marca,fecha,categoria,subcategoria
swimming pools,4352.65,18,jcb,Razor,20/04/2007,sports fitness & outdoors,pools & water slides
floats & tubes,7515.3,6,diners-club-enroute,Razor,28/08/2010,sports fitness & outdoors,pools & water slides
swimming pools,8958.56,19,laser,Coleman,26/07/2011,sports fitness & outdoors,pools & water slides
hot tubs & saunas,1054.64,5,switch,UST,08/06/2008,sports fitness & outdoors,pools & water slides
swimming pools,9936.92,2,jcb,Wilson,26/05/2008,sports fitness & outdoors,pools & water slides
pool games,8322.93,16,jcb,Pro Merch,23/07/2014,sports fitness & outdoors,pools & water slides
swimming pools,9336.65,1,jcb,Xscape,21/05/2014,sports fitness & outdoors,pools & water slides
learn to swim,5279.77,4,jcb,Swimways,25/05/2006,sports fitness & outdoors,pools & water slides
floats & tubes,3486.93,18,switch,Franklin,09/08/2013,sports fitness & outdoors,pools & water slides
hot tubs & saunas,4006.8,14,jcb,Swimways,24/09/2007,sports fitness & outdoors,pools & water slides
floats & tubes,5268.38,17,jcb,Coleman,27/04/2006,sports fitness & outdoors,pools & water slides
floats & tubes,2897.71,13,diners-club-carte-blanche,12 Survivors,05/11/2005,sports fitness & outdoors,pools & water slides
maintenance & cleaning,8192.77,20,switch,12 Survivors,22/06/2011,sports fitness & outdoors,pools & water slides
water slides,1007.41,3,jcb,Crckt,20/05/2008,sports fitness & outdoors,pools & water slides
floats & tubes,8693.7,13,jcb,Pacific Playtents,23/06/2012,sports fitness & outdoors,pools & water slides
learn to swim,4751.77,13,jcb,12 Survivors,15/05/2006,sports fitness & outdoors,pools & water slides
swimming pools,3078.06,7,instapayment,Gaiam,18/09/2014,sports fitness & outdoors,pools & water slides
learn to swim,4477.22,15,jcb,Happy Kids,28/11/2005,sports fitness & outdoors,pools & water slides
maintenance & cleaning,4335.84,16,switch,Coleman,30/08/2010,sports fitness & outdoors,pools & water slides
maintenance & cleaning,854.89,7,china-unionpay,King Canopy,02/08/2014,sports fitness & outdoors,pools & water slides
pool games,2613.73,10,maestro,Wilson,31/03/2015,sports fitness & outdoors,pools & water slides
swimming pools,7305.58,4,laser,Callaway,25/08/2005,sports fitness & outdoors,pools & water slides
pool games,6391.19,15,jcb,Gaiam,23/10/2009,sports fitness & outdoors,pools & water slides
maintenance & cleaning,9381.84,12,jcb,Callaway,31/10/2009,sports fitness & outdoors,pools & water slides
water slides,9571.46,12,jcb,Huffy,14/07/2007,sports fitness & outdoors,pools & water slides
pool games,3842.46,5,jcb,Rightline Gear,27/11/2011,sports fitness & outdoors,pools & water slides
floats & tubes,7645.01,9,switch,Swimways,08/10/2006,sports fitness & outdoors,pools & water slides
pool games,4059.12,19,jcb,Razor,14/10/2010,sports fitness & outdoors,pools & water slides
water slides,5123.28,2,jcb,Swimways,10/04/2011,sports fitness & outdoors,pools & water slides
floats & tubes,6579.16,14,visa-electron,Pacific Playtents,18/11/2010,sports fitness & outdoors,pools & water slides
floats & tubes,9201.03,7,visa-electron,Pacific Playtents,21/06/2010,sports fitness & outdoors,pools & water slides
swimming pools,1897.66,19,switch,UST,15/09/2009,sports fitness & outdoors,pools & water slides
floats & tubes,5574.09,3,jcb,Razor,25/10/2013,sports fitness & outdoors,pools & water slides
floats & tubes,8000.25,4,maestro,Xscape,04/01/2012,sports fitness & outdoors,pools & water slides
maintenance & cleaning,9277.75,20,bankcard,Pacific Playtents,11/12/2008,sports fitness & outdoors,pools & water slides
learn to swim,1837.63,8,jcb,Pro Merch,05/06/2012,sports fitness & outdoors,pools & water slides
pool games,9387.4,8,china-unionpay,Happy Kids,14/04/2007,sports fitness & outdoors,pools & water slides
maintenance & cleaning,7224.49,5,jcb,Crckt,18/08/2009,sports fitness & outdoors,pools & water slides
learn to swim,6233.23,10,jcb,Xscape,03/09/2012,sports fitness & outdoors,pools & water slides
maintenance & cleaning,9509.06,6,jcb,Coleman,03/01/2011,sports fitness & outdoors,pools & water slides
maintenance & cleaning,2768.1,17,switch,Swimways,27/12/2006,sports fitness & outdoors,pools & water slides
water slides,9122.12,7,mastercard,Pro Merch,24/01/2006,sports fitness & outdoors,pools & water slides
hot tubs & saunas,6117.76,6,jcb,Ore International,30/03/2006,sports fitness & outdoors,pools & water slides
floats & tubes,6037.67,16,maestro,Pacific Playtents,23/05/2010,sports fitness & outdoors,pools & water slides
water slides,3895.32,9,mastercard,Swimways,31/03/2013,sports fitness & outdoors,pools & water slides
pool games,204.32,7,jcb,12 Survivors,30/01/2009,sports fitness & outdoors,pools & water slides
maintenance & cleaning,6231.56,10,diners-club-enroute,Franklin,22/02/2012,sports fitness & outdoors,pools & water slides
swimming pools,7235.97,3,jcb,Xscape,23/12/2013,sports fitness & outdoors,pools & water slides
pool games,6738.05,9,china-unionpay,Suisse Sport,07/04/2013,sports fitness & outdoors,pools & water slides
maintenance & cleaning,2181.02,17,maestro,Ore International,13/06/2006,sports fitness & outdoors,pools & water slides
hot tubs & saunas,4977,19,solo,Ore International,03/04/2013,sports fitness & outdoors,pools & water slides
pool games,6244.61,14,americanexpress,Speedo,04/10/2009,sports fitness & outdoors,pools & water slides
water slides,5631.75,20,laser,Schwinn,13/08/2013,sports fitness & outdoors,pools & water slides
learn to swim,396.4,2,jcb,Xscape,08/11/2011,sports fitness & outdoors,pools & water slides
learn to swim,3480.82,17,jcb,Franklin,14/12/2009,sports fitness & outdoors,pools & water slides
learn to swim,46.16,1,jcb,Swimways,23/12/2006,sports fitness & outdoors,pools & water slides
hot tubs & saunas,499.01,1,jcb,King Canopy,28/03/2014,sports fitness & outdoors,pools & water slides
maintenance & cleaning,5390.65,11,jcb,Happy Kids,11/01/2013,sports fitness & outdoors,pools & water slides
water slides,848.16,15,jcb,Franklin,21/10/2005,sports fitness & outdoors,pools & water slides
swimming pools,8119.37,15,jcb,Wilson,31/05/2006,sports fitness & outdoors,pools & water slides
pool games,7710.75,1,maestro,Schwinn,29/08/2005,sports fitness & outdoors,pools & water slides
learn to swim,24.38,17,visa-electron,Ore International,06/08/2010,sports fitness & outdoors,pools & water slides
learn to swim,6488.57,2,jcb,Huffy,18/01/2009,sports fitness & outdoors,pools & water slides
learn to swim,6015.91,5,switch,Xscape,24/12/2010,sports fitness & outdoors,pools & water slides
swimming pools,9489.87,17,china-unionpay,Speedo,01/10/2011,sports fitness & outdoors,pools & water slides
swimming pools,9227.82,6,jcb,Swimways,02/07/2014,sports fitness & outdoors,pools & water slides
canned soup & food,8786.81,6,jcb,Chef BOYARDEE,30/10/2012,grocery household & pets,grocery
food gifts,7761,11,mastercard,Pillsbury,02/06/2006,grocery household & pets,grocery
breakfast & cereal,3466.38,11,maestro,Made to Matter,30/01/2015,grocery household & pets,grocery
snacks chips & cookies,4345.64,6,jcb,Annie's,26/11/2006,grocery household & pets,grocery
condiments,5775.75,15,diners-club-enroute,Barilla,26/03/2012,grocery household & pets,grocery
emergency food,1775.84,11,visa-electron,Archer Farms,03/10/2011,grocery household & pets,grocery
food gifts,6359.44,7,mastercard,Kraft,28/02/2006,grocery household & pets,grocery
pasta & grains,48.02,18,visa-electron,Market Pantry,01/03/2007,grocery household & pets,grocery
oils & spices,6992.54,9,bankcard,market pantry,01/10/2013,grocery household & pets,grocery
emergency food,1500.3,12,diners-club-enroute,market pantry,29/04/2008,grocery household & pets,grocery
breakfast & cereal,4026.9,6,mastercard,MISSION,13/08/2009,grocery household & pets,grocery
pasta & grains,9458.24,12,jcb,Archer Farms,10/11/2009,grocery household & pets,grocery
pasta & grains,7944.04,18,jcb,Pop-Tarts,04/06/2010,grocery household & pets,grocery
baking,9766.94,11,jcb,Starbucks,14/01/2010,grocery household & pets,grocery
candy & gum,6928.16,8,visa,Lundberg,12/11/2007,grocery household & pets,grocery
meal solutions,6678.23,20,jcb,market pantry,09/03/2015,grocery household & pets,grocery
canned soup & food,2564.12,17,instapayment,MISSION,29/01/2011,grocery household & pets,grocery
oils & spices,8257.33,17,jcb,Annie's,03/07/2005,grocery household & pets,grocery
canned soup & food,1358,8,diners-club-enroute,Campbells,24/05/2014,grocery household & pets,grocery
beverages,6162.09,7,laser,up & up,25/01/2006,grocery household & pets,grocery
food gifts,9432.62,6,solo,Simply Balanced,17/08/2013,grocery household & pets,grocery
emergency food,5295.64,3,jcb,Old El Paso,05/04/2011,grocery household & pets,grocery
breakfast & cereal,2612.69,12,mastercard,Little Debbie,18/11/2007,grocery household & pets,grocery
snacks chips & cookies,7203.83,7,jcb,market pantry,29/01/2010,grocery household & pets,grocery
snacks chips & cookies,8800.65,7,mastercard,Alder Creek Gifts,17/07/2012,grocery household & pets,grocery
breakfast & cereal,1375.65,2,china-unionpay,Simply Balanced,02/05/2006,grocery household & pets,grocery
beverages,9282.55,16,instapayment,Campbells,07/10/2010,grocery household & pets,grocery
pasta & grains,8973.62,6,jcb,Betty Crocker,15/05/2011,grocery household & pets,grocery
condiments,2469.15,20,jcb,Pillsbury,25/10/2009,grocery household & pets,grocery
breakfast & cereal,8921.1,14,americanexpress,Rice A Roni,19/11/2013,grocery household & pets,grocery
condiments,2057.38,7,jcb,MISSION,01/08/2006,grocery household & pets,grocery
snacks chips & cookies,2563.53,16,jcb,Natures Own,13/07/2007,grocery household & pets,grocery
meal solutions,8400.15,19,jcb,Stouffer's,04/01/2015,grocery household & pets,grocery
canned soup & food,6675.06,15,jcb,market pantry,05/05/2015,grocery household & pets,grocery
pasta & grains,7413.41,18,jcb,up & up,10/10/2008,grocery household & pets,grocery
beverages,963.39,6,americanexpress,Made to Matter,24/09/2012,grocery household & pets,grocery
snacks chips & cookies,5359.46,13,diners-club-international,Thomas,12/01/2007,grocery household & pets,grocery
emergency food,2432.71,11,jcb,Lundberg,07/02/2007,grocery household & pets,grocery
breakfast & cereal,6648.61,12,jcb,Alder Creek Gifts,21/09/2014,grocery household & pets,grocery
candy & gum,301.44,12,mastercard,Stouffer's,14/03/2009,grocery household & pets,grocery
emergency food,9133.06,13,diners-club-us-ca,Simply Balanced,07/03/2012,grocery household & pets,grocery
coffee & tea,5737.87,1,maestro,Thomas,05/08/2010,grocery household & pets,grocery
beverages,1342.45,17,jcb,Duncan Hines,15/06/2009,grocery household & pets,grocery
snacks chips & cookies,9524.41,5,china-unionpay,Made to Matter,20/10/2014,grocery household & pets,grocery
meal solutions,660.74,14,jcb,Annie's,06/04/2015,grocery household & pets,grocery
breakfast & cereal,8677.01,3,mastercard,Starbucks,01/05/2010,grocery household & pets,grocery
food gifts,9842.89,9,switch,Thomas,14/04/2007,grocery household & pets,grocery
snacks chips & cookies,5914.67,16,maestro,market pantry,23/01/2009,grocery household & pets,grocery
snacks chips & cookies,7887.95,3,jcb,Pop-Tarts,20/12/2012,grocery household & pets,grocery
food gifts,2123.81,8,maestro,Simply Balanced,09/09/2006,grocery household & pets,grocery
food gifts,6893.43,18,maestro,Archer Farms,20/02/2011,grocery household & pets,grocery
beverages,601.21,9,jcb,Campbells,17/11/2012,grocery household & pets,grocery
food gifts,2883.38,2,jcb,Oroweat,27/07/2010,grocery household & pets,grocery
food gifts,8464.68,12,visa,Starbucks,17/06/2012,grocery household & pets,grocery
food gifts,7426.56,7,jcb,MISSION,21/03/2013,grocery household & pets,grocery
coffee & tea,6340.28,10,mastercard,Chef BOYARDEE,08/02/2011,grocery household & pets,grocery
canned soup & food,943.06,11,maestro,Old El Paso,23/08/2009,grocery household & pets,grocery
emergency food,2859.42,20,mastercard,market pantry,11/03/2009,grocery household & pets,grocery
snacks chips & cookies,2949.64,5,jcb,Archer Farms,13/02/2013,grocery household & pets,grocery
meal solutions,5611.88,5,maestro,Archer Farms,21/07/2014,grocery household & pets,grocery
candy & gum,627.12,15,jcb,Archer Farms,28/05/2010,grocery household & pets,grocery
coffee & tea,2920.42,17,jcb,Sara Lee,04/12/2007,grocery household & pets,grocery
meal solutions,8357.25,3,china-unionpay,Duncan Hines,07/05/2009,grocery household & pets,grocery
candy & gum,3561.87,1,jcb,Natures Own,18/01/2010,grocery household & pets,grocery
breakfast & cereal,6937.06,6,jcb,Chef BOYARDEE,08/03/2012,grocery household & pets,grocery
condiments,4142.81,19,jcb,Barilla,01/02/2012,grocery household & pets,grocery
candy & gum,7224.78,2,diners-club-carte-blanche,Campbells,22/01/2010,grocery household & pets,grocery
meal solutions,7842.96,1,diners-club-enroute,market pantry,27/10/2012,grocery household & pets,grocery
canned soup & food,2651.79,17,mastercard,Chef BOYARDEE,08/04/2013,grocery household & pets,grocery
candy & gum,4570.08,19,diners-club-enroute,Kraft,14/08/2005,grocery household & pets,grocery
meal solutions,2628.61,17,china-unionpay,Betty Crocker,17/05/2009,grocery household & pets,grocery
oils & spices,106.44,2,jcb,Betty Crocker,26/03/2015,grocery household & pets,grocery
candy & gum,4024.61,6,mastercard,Archer Farms,26/10/2010,grocery household & pets,grocery
pasta & grains,7630.46,4,mastercard,Archer Farms,13/11/2006,grocery household & pets,grocery
emergency food,2465.77,11,jcb,Boots & Barkley,25/04/2012,grocery household & pets,grocery
baking,5340.76,4,jcb,Natures Own,01/11/2008,grocery household & pets,grocery
pasta & grains,2719.3,5,mastercard,up & up,30/05/2006,grocery household & pets,grocery
breakfast & cereal,2865.01,13,solo,Archer Farms,20/06/2010,grocery household & pets,grocery
beverages,3604.91,18,jcb,Natures Own,26/06/2010,grocery household & pets,grocery
emergency food,6767.34,7,jcb,Rice A Roni,24/02/2010,grocery household & pets,grocery
emergency food,8519.63,13,mastercard,Archer Farms,13/03/2015,grocery household & pets,grocery
canned soup & food,3711.15,15,diners-club-enroute,Archer Farms,24/10/2012,grocery household & pets,grocery
baking,5684.63,19,jcb,Little Debbie,13/06/2006,grocery household & pets,grocery
baking,3266.35,14,bankcard,Arnolds,11/08/2007,grocery household & pets,grocery
emergency food,1515.68,16,diners-club-international,Pillsbury,04/02/2014,grocery household & pets,grocery
beverages,719.82,10,americanexpress,Old El Paso,18/10/2014,grocery household & pets,grocery
meal solutions,5603.77,13,jcb,Annie's,13/08/2008,grocery household & pets,grocery
snacks chips & cookies,8131.8,19,visa-electron,Starbucks,20/01/2007,grocery household & pets,grocery
baking,9377.14,10,china-unionpay,Alder Creek Gifts,18/04/2015,grocery household & pets,grocery
candy & gum,8589.34,16,bankcard,Rice A Roni,30/12/2009,grocery household & pets,grocery
condiments,5196.58,15,americanexpress,Market Pantry,11/05/2014,grocery household & pets,grocery
emergency food,2807.31,7,maestro,Uncle Ben's,18/12/2011,grocery household & pets,grocery
baking,3204.2,6,jcb,up & up,12/02/2006,grocery household & pets,grocery
condiments,2578.08,7,visa,Alder Creek Gifts,06/02/2010,grocery household & pets,grocery
snacks chips & cookies,8062.08,4,mastercard,up & up,08/04/2011,grocery household & pets,grocery
meal solutions,2939.59,3,mastercard,market pantry,26/04/2012,grocery household & pets,grocery
emergency food,4287,13,diners-club-enroute,Old El Paso,12/01/2006,grocery household & pets,grocery
beverages,1548.78,6,jcb,Archer Farms,20/11/2006,grocery household & pets,grocery
breakfast & cereal,7041.48,12,jcb,Kraft,21/03/2010,grocery household & pets,grocery
breakfast & cereal,7241.61,12,jcb,Kraft,14/01/2009,grocery household & pets,grocery
beverages,2533.66,6,diners-club-carte-blanche,Rice A Roni,15/04/2008,grocery household & pets,grocery
food gifts,770.89,13,diners-club-carte-blanche,Simply Balanced,30/04/2014,grocery household & pets,grocery
canned soup & food,3995.75,6,jcb,Minute Rice,02/12/2012,grocery household & pets,grocery
emergency food,1586.08,4,jcb,Minute Rice,24/09/2013,grocery household & pets,grocery
beverages,9870.67,13,diners-club-international,Rice A Roni,03/11/2012,grocery household & pets,grocery
coffee & tea,7872.86,19,maestro,Rice A Roni,12/08/2005,grocery household & pets,grocery
food gifts,2839,5,jcb,up & up,22/10/2005,grocery household & pets,grocery
baking,4788.91,13,jcb,Duncan Hines,11/06/2011,grocery household & pets,grocery
canned soup & food,5882.93,11,mastercard,Betty Crocker,14/08/2013,grocery household & pets,grocery
coffee & tea,9097.74,15,jcb,Duncan Hines,29/08/2007,grocery household & pets,grocery
condiments,3947.65,11,mastercard,Simply Balanced,16/10/2007,grocery household & pets,grocery
pasta & grains,8615.89,4,jcb,Pillsbury,02/11/2009,grocery household & pets,grocery
canned soup & food,3849.79,18,jcb,Simply Balanced,10/06/2012,grocery household & pets,grocery
canned soup & food,3253.19,13,switch,Lundberg,22/07/2009,grocery household & pets,grocery
canned soup & food,6131.12,3,jcb,Lundberg,11/11/2006,grocery household & pets,grocery
meal solutions,6135.1,17,jcb,Starbucks,28/07/2006,grocery household & pets,grocery
meal solutions,9991.89,5,maestro,Thomas,26/05/2009,grocery household & pets,grocery
snacks chips & cookies,3224.5,17,china-unionpay,Archer Farms,28/01/2015,grocery household & pets,grocery
oils & spices,4753.16,17,jcb,MISSION,02/10/2005,grocery household & pets,grocery
snacks chips & cookies,3527.91,1,jcb,Old El Paso,13/02/2011,grocery household & pets,grocery
emergency food,2627.06,2,jcb,Oroweat,19/02/2013,grocery household & pets,grocery
canned soup & food,2948.88,1,mastercard,Uncle Ben's,07/11/2008,grocery household & pets,grocery
food gifts,9069.92,20,jcb,Betty Crocker,23/07/2006,grocery household & pets,grocery
canned soup & food,2075.29,14,jcb,Chef BOYARDEE,01/04/2013,grocery household & pets,grocery
meal solutions,3348.14,3,jcb,market pantry,17/04/2011,grocery household & pets,grocery
condiments,8820.24,1,jcb,Pillsbury,01/06/2011,grocery household & pets,grocery
beverages,9646.48,8,jcb,Annie's,13/02/2009,grocery household & pets,grocery
snacks chips & cookies,8946.2,17,diners-club-enroute,Old El Paso,20/03/2008,grocery household & pets,grocery
baking,9897.66,13,jcb,Made to Matter,02/08/2014,grocery household & pets,grocery
breakfast & cereal,9030.69,16,diners-club-carte-blanche,Stouffer's,25/01/2007,grocery household & pets,grocery
meal solutions,8234.81,12,jcb,Archer Farms,12/12/2013,grocery household & pets,grocery
breakfast & cereal,8163.7,17,switch,Sara Lee,28/12/2010,grocery household & pets,grocery
breakfast & cereal,6761.86,10,americanexpress,Barilla,31/08/2005,grocery household & pets,grocery
condiments,2788.14,3,jcb,Betty Crocker,03/02/2015,grocery household & pets,grocery
beverages,9610.65,13,laser,Market Pantry,03/04/2010,grocery household & pets,grocery
breakfast & cereal,2729.23,15,mastercard,Chef BOYARDEE,10/12/2007,grocery household & pets,grocery
oils & spices,6956.25,14,jcb,Rice A Roni,22/04/2010,grocery household & pets,grocery
beverages,8970.96,12,jcb,Minute Rice,06/02/2009,grocery household & pets,grocery
snacks chips & cookies,9520.17,19,jcb,Pop-Tarts,22/03/2015,grocery household & pets,grocery
oils & spices,4741.75,9,solo,Lundberg,31/05/2007,grocery household & pets,grocery
candy & gum,7373.96,20,instapayment,Market Pantry,16/01/2013,grocery household & pets,grocery
pasta & grains,5341.07,2,visa,market pantry,25/06/2014,grocery household & pets,grocery
coffee & tea,7325.55,12,mastercard,Oroweat,14/07/2007,grocery household & pets,grocery
emergency food,281.97,6,jcb,up & up,07/05/2007,grocery household & pets,grocery
canned soup & food,7870.38,15,mastercard,up & up,24/08/2009,grocery household & pets,grocery
snacks chips & cookies,280.93,17,china-unionpay,Oroweat,16/01/2013,grocery household & pets,grocery
oils & spices,1302.35,18,jcb,Betty Crocker,19/06/2013,grocery household & pets,grocery
pasta & grains,7511.15,9,maestro,MISSION,15/08/2006,grocery household & pets,grocery
coffee & tea,6130.98,2,jcb,Rice A Roni,27/03/2015,grocery household & pets,grocery
meal solutions,4772.13,11,mastercard,Alder Creek Gifts,26/09/2012,grocery household & pets,grocery
emergency food,3342.9,2,mastercard,Archer Farms,14/12/2005,grocery household & pets,grocery
food gifts,1325.19,8,china-unionpay,Starbucks,05/12/2011,grocery household & pets,grocery
breakfast & cereal,9569.08,5,jcb,Simply Balanced,28/04/2006,grocery household & pets,grocery
canned soup & food,8349.85,5,mastercard,Made to Matter,17/11/2011,grocery household & pets,grocery
canned soup & food,8169.63,10,diners-club-international,Old El Paso,18/03/2008,grocery household & pets,grocery
meal solutions,2550.59,5,americanexpress,Sara Lee,25/08/2012,grocery household & pets,grocery
condiments,2967.88,6,mastercard,Thomas,08/12/2012,grocery household & pets,grocery
snacks chips & cookies,5858.78,4,americanexpress,market pantry,28/02/2015,grocery household & pets,grocery
breakfast & cereal,9650.3,12,maestro,Starbucks,14/01/2012,grocery household & pets,grocery
candy & gum,5590.79,14,jcb,Simply Balanced,05/05/2012,grocery household & pets,grocery
breakfast & cereal,7944.27,18,diners-club-enroute,market pantry,09/02/2013,grocery household & pets,grocery
food gifts,286.22,2,bankcard,Oroweat,31/05/2008,grocery household & pets,grocery
baking,3184.79,16,switch,Market Pantry,02/07/2012,grocery household & pets,grocery
pasta & grains,8037.41,20,jcb,Arnolds,05/10/2012,grocery household & pets,grocery
breakfast & cereal,3506.91,20,bankcard,Archer Farms,27/11/2011,grocery household & pets,grocery
coffee & tea,7499.42,8,mastercard,Boots & Barkley,27/11/2011,grocery household & pets,grocery
oils & spices,557.93,13,visa,Made to Matter,23/11/2010,grocery household & pets,grocery
beverages,9949.41,8,jcb,Minute Rice,05/01/2009,grocery household & pets,grocery
condiments,1534.55,13,jcb,Sara Lee,14/08/2009,grocery household & pets,grocery
oils & spices,7954.17,20,jcb,MISSION,07/01/2012,grocery household & pets,grocery
coffee & tea,1433.09,12,jcb,Rice A Roni,08/06/2009,grocery household & pets,grocery
canned soup & food,2324.38,7,instapayment,Minute Rice,27/03/2009,grocery household & pets,grocery
beverages,1454.05,7,switch,Boots & Barkley,23/06/2013,grocery household & pets,grocery
oils & spices,9623.89,2,jcb,Stouffer's,24/08/2006,grocery household & pets,grocery
food gifts,4740.45,4,instapayment,Archer Farms,04/07/2010,grocery household & pets,grocery
baking,3326.44,20,switch,Boots & Barkley,29/10/2011,grocery household & pets,grocery
condiments,9753.11,7,maestro,up & up,13/11/2007,grocery household & pets,grocery
candy & gum,9607.99,20,jcb,Oroweat,01/09/2009,grocery household & pets,grocery
oils & spices,8757.19,17,jcb,Annie's,01/09/2009,grocery household & pets,grocery
canned soup & food,5805.59,18,mastercard,Rice A Roni,29/07/2008,grocery household & pets,grocery
breakfast & cereal,5709.25,15,maestro,market pantry,22/05/2010,grocery household & pets,grocery
canned soup & food,2765.4,4,jcb,Old El Paso,02/10/2013,grocery household & pets,grocery
oils & spices,2890.56,11,mastercard,Alder Creek Gifts,10/03/2012,grocery household & pets,grocery
coffee & tea,7707.7,3,jcb,Kraft,09/02/2015,grocery household & pets,grocery
canned soup & food,7048.77,3,diners-club-enroute,Barilla,31/03/2013,grocery household & pets,grocery
snacks chips & cookies,6883.82,19,diners-club-enroute,up & up,19/01/2010,grocery household & pets,grocery
breakfast & cereal,4363.04,18,jcb,Stouffer's,13/11/2010,grocery household & pets,grocery
food gifts,8588.99,2,jcb,Annie's,23/05/2013,grocery household & pets,grocery
breakfast & cereal,5753.54,9,maestro,Arnolds,02/10/2008,grocery household & pets,grocery
meal solutions,1217.83,12,jcb,Natures Own,16/08/2006,grocery household & pets,grocery
beverages,6933.41,5,jcb,Natures Own,03/11/2006,grocery household & pets,grocery
pasta & grains,2848.54,15,maestro,Pepperidge Farm,08/02/2008,grocery household & pets,grocery
breakfast & cereal,2428.42,2,jcb,Duncan Hines,08/04/2012,grocery household & pets,grocery
meal solutions,8759.43,19,americanexpress,Kraft,25/10/2014,grocery household & pets,grocery
beverages,8428.48,6,china-unionpay,Thomas,26/12/2013,grocery household & pets,grocery
candy & gum,7817.87,2,jcb,Kraft,12/05/2008,grocery household & pets,grocery
candy & gum,8497.38,2,jcb,Alder Creek Gifts,21/10/2014,grocery household & pets,grocery
beverages,2844.13,5,china-unionpay,market pantry,18/10/2008,grocery household & pets,grocery
baking,7618.4,4,jcb,Kraft,01/10/2006,grocery household & pets,grocery
meal solutions,8369.94,11,visa-electron,Alder Creek Gifts,14/07/2012,grocery household & pets,grocery
breakfast & cereal,202.08,11,jcb,Duncan Hines,05/01/2012,grocery household & pets,grocery
emergency food,1471.32,3,mastercard,Simply Balanced,03/10/2013,grocery household & pets,grocery
snacks chips & cookies,8376.42,13,jcb,Rice A Roni,23/08/2013,grocery household & pets,grocery
beverages,9405.88,3,visa-electron,Rice A Roni,11/08/2007,grocery household & pets,grocery
coffee & tea,8567.69,5,jcb,Little Debbie,31/01/2014,grocery household & pets,grocery
emergency food,1968.75,18,jcb,Simply Balanced,08/06/2009,grocery household & pets,grocery
emergency food,4289.46,1,jcb,Made to Matter,13/02/2011,grocery household & pets,grocery
emergency food,9214.73,5,jcb,Campbells,12/07/2008,grocery household & pets,grocery
breakfast & cereal,844.15,2,jcb,Little Debbie,16/09/2014,grocery household & pets,grocery
beverages,5510.35,1,diners-club-carte-blanche,Stouffer's,28/04/2012,grocery household & pets,grocery
baking,37.97,4,china-unionpay,Betty Crocker,27/06/2012,grocery household & pets,grocery
baking,9778.94,6,mastercard,Minute Rice,01/09/2013,grocery household & pets,grocery
emergency food,5772.91,18,laser,Lundberg,15/11/2013,grocery household & pets,grocery
meal solutions,3194.35,20,jcb,Simply Balanced,25/02/2012,grocery household & pets,grocery
condiments,9929.28,19,switch,Boots & Barkley,18/04/2012,grocery household & pets,grocery
condiments,2462.76,13,switch,Minute Rice,25/07/2008,grocery household & pets,grocery
candy & gum,7886.99,6,jcb,Simply Balanced,26/11/2008,grocery household & pets,grocery
oils & spices,8299.21,14,solo,Archer Farms,06/11/2006,grocery household & pets,grocery
pasta & grains,218.83,20,jcb,Stouffer's,16/06/2010,grocery household & pets,grocery
emergency food,4926.58,14,jcb,Barilla,10/01/2013,grocery household & pets,grocery
emergency food,5931.59,20,maestro,Oroweat,03/09/2014,grocery household & pets,grocery
beverages,1384.11,8,jcb,Oroweat,01/09/2008,grocery household & pets,grocery
emergency food,799.11,17,switch,Made to Matter,02/08/2009,grocery household & pets,grocery
baking,1623.89,18,jcb,Boots & Barkley,18/11/2010,grocery household & pets,grocery
candy & gum,9535.59,18,visa-electron,Kraft,29/05/2006,grocery household & pets,grocery
food gifts,6051.75,15,jcb,Rice A Roni,15/05/2008,grocery household & pets,grocery
snacks chips & cookies,3627.23,16,diners-club-carte-blanche,Betty Crocker,05/11/2008,grocery household & pets,grocery
food gifts,1128.68,9,jcb,Betty Crocker,18/05/2006,grocery household & pets,grocery
baking,546.6,7,maestro,Pepperidge Farm,29/09/2009,grocery household & pets,grocery
emergency food,7760.05,14,jcb,Made to Matter,17/08/2008,grocery household & pets,grocery
baking,7477.36,16,bankcard,Betty Crocker,19/07/2006,grocery household & pets,grocery
meal solutions,6981.08,15,instapayment,Pepperidge Farm,15/05/2007,grocery household & pets,grocery
emergency food,4371.99,8,visa-electron,market pantry,14/11/2011,grocery household & pets,grocery
emergency food,5816.44,2,jcb,Old El Paso,12/12/2010,grocery household & pets,grocery
oils & spices,2503.82,4,jcb,Archer Farms,11/01/2008,grocery household & pets,grocery
baking,3319.38,1,jcb,Kraft,27/10/2014,grocery household & pets,grocery
canned soup & food,6812.85,2,jcb,Campbells,25/01/2006,grocery household & pets,grocery
pasta & grains,1936.31,11,bankcard,Lundberg,02/02/2015,grocery household & pets,grocery
oils & spices,3356.68,20,jcb,up & up,18/06/2007,grocery household & pets,grocery
food gifts,5093.38,15,switch,Annie's,23/05/2010,grocery household & pets,grocery
beverages,5981.57,14,jcb,Simply Balanced,27/05/2009,grocery household & pets,grocery
baking,3542.69,17,visa,Chef BOYARDEE,09/08/2011,grocery household & pets,grocery
pasta & grains,665.03,12,diners-club-carte-blanche,Oroweat,18/10/2013,grocery household & pets,grocery
food gifts,4237.1,2,china-unionpay,Kraft,28/03/2006,grocery household & pets,grocery
meal solutions,2868.99,6,bankcard,Uncle Ben's,15/09/2013,grocery household & pets,grocery
meal solutions,9218.75,9,bankcard,Archer Farms,15/01/2011,grocery household & pets,grocery
